year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,10,5,752,800,-8,939,1018,-39,UA,561,N574UA,LGA,DEN,209,1620,8,0,2013-10-05T12:00:00Z
2013,10,5,816,820,-4,1033,1052,-19,B6,677,N284JB,JFK,JAX,110,828,8,20,2013-10-05T12:00:00Z
2013,10,5,918,924,-6,1142,1220,-38,UA,497,N443UA,EWR,PBI,128,1023,9,24,2013-10-05T13:00:00Z
2013,10,5,1010,1020,-10,1144,1222,-38,EV,4412,N13124,EWR,DSM,139,1017,10,20,2013-10-05T14:00:00Z
2013,10,5,1152,1156,-4,1426,1438,-12,UA,404,N567UA,EWR,IAH,184,1400,11,56,2013-10-05T15:00:00Z
2013,10,5,1256,1258,-2,1352,1402,-10,B6,1318,N203JB,JFK,BOS,34,187,12,58,2013-10-05T16:00:00Z
2013,10,5,1352,1359,-7,1542,1605,-23,B6,1373,N368JB,JFK,CHS,87,636,13,59,2013-10-05T17:00:00Z
2013,10,5,1536,1530,6,1821,1825,-4,WN,3049,N713SW,EWR,HOU,193,1411,15,30,2013-10-05T19:00:00Z
2013,10,5,1620,1545,35,1841,1728,73,EV,3817,N15555,EWR,STL,143,872,15,45,2013-10-05T19:00:00Z
2013,10,5,1624,1630,-6,1905,1940,-35,AA,181,N335AA,JFK,LAX,317,2475,16,30,2013-10-05T20:00:00Z
2013,10,5,1646,1655,-9,1857,1909,-12,EV,4294,N12563,EWR,SAV,98,708,16,55,2013-10-05T20:00:00Z
2013,10,5,2011,2018,-7,2112,2142,-30,9E,3885,N8683B,JFK,BWI,33,184,20,18,2013-10-06T00:00:00Z
2013,10,5,2049,2015,34,2206,2144,22,B6,702,N284JB,JFK,BUF,59,301,20,15,2013-10-06T00:00:00Z
2013,10,5,2119,2137,-18,2353,27,-34,B6,1371,N659JB,LGA,FLL,135,1076,21,37,2013-10-06T01:00:00Z
2013,10,5,2148,2159,-11,2254,2315,-21,EV,5904,N14570,EWR,BTV,45,266,21,59,2013-10-06T01:00:00Z
2013,10,6,754,800,-6,924,949,-25,9E,3611,N800AY,JFK,PIT,65,340,8,0,2013-10-06T12:00:00Z
2013,10,6,1000,1006,-6,1244,1310,-26,UA,1735,N39423,EWR,LAX,311,2454,10,6,2013-10-06T14:00:00Z
2013,10,6,1021,1026,-5,1115,1130,-15,B6,518,N298JB,JFK,BOS,35,187,10,26,2013-10-06T14:00:00Z
2013,10,6,1022,1027,-5,1142,1151,-9,EV,4187,N14960,EWR,BNA,113,748,10,27,2013-10-06T14:00:00Z
2013,10,6,1025,1030,-5,1242,1248,-6,DL,2343,N349NB,EWR,ATL,110,746,10,30,2013-10-06T14:00:00Z
2013,10,6,1123,1120,3,1224,1230,-6,B6,1307,N323JB,JFK,IAD,43,228,11,20,2013-10-06T15:00:00Z
2013,10,6,1151,1200,-9,1253,1311,-18,US,2146,N947UW,LGA,BOS,32,184,12,0,2013-10-06T16:00:00Z
2013,10,6,1200,1210,-10,1322,1330,-8,MQ,3461,N507MQ,LGA,BNA,117,764,12,10,2013-10-06T16:00:00Z
2013,10,6,1313,1310,3,1533,1530,3,FL,348,N953AT,LGA,ATL,110,762,13,10,2013-10-06T17:00:00Z
2013,10,6,1343,1345,-2,1618,1650,-32,AA,117,N329AA,JFK,LAX,311,2475,13,45,2013-10-06T17:00:00Z
2013,10,6,1501,1500,1,1738,1758,-20,B6,573,N634JB,EWR,TPA,137,997,15,0,2013-10-06T19:00:00Z
2013,10,6,1547,1550,-3,1713,1730,-17,MQ,3416,N530MQ,LGA,RDU,63,431,15,50,2013-10-06T19:00:00Z
2013,10,6,1555,1600,-5,1712,1740,-28,9E,3357,N602LR,LGA,BNA,118,764,16,0,2013-10-06T20:00:00Z
2013,10,6,1601,1559,2,1720,1730,-10,UA,287,N429UA,EWR,ORD,108,719,15,59,2013-10-06T19:00:00Z
2013,10,6,1611,1615,-4,1757,1824,-27,DL,1619,N910DE,LGA,MSP,140,1020,16,15,2013-10-06T20:00:00Z
2013,10,6,1624,1629,-5,1827,1902,-35,US,629,N520UW,JFK,PHX,278,2153,16,29,2013-10-06T20:00:00Z
2013,10,6,1634,1640,-6,1803,1818,-15,EV,3813,N29906,EWR,GSO,69,445,16,40,2013-10-06T20:00:00Z
2013,10,6,1657,1555,62,1812,1740,32,EV,5091,N744EV,LGA,PIT,54,335,15,55,2013-10-06T19:00:00Z
2013,10,6,1726,1729,-3,1957,2023,-26,UA,1109,N21108,EWR,MCO,127,937,17,29,2013-10-06T21:00:00Z
2013,10,6,1742,1700,42,2032,2010,22,UA,617,N537UA,EWR,SFO,322,2565,17,0,2013-10-06T21:00:00Z
2013,10,6,1745,1735,10,1943,2000,-17,WN,209,N243WN,LGA,DEN,217,1620,17,35,2013-10-06T21:00:00Z
2013,10,6,1817,1820,-3,2118,2125,-7,UA,288,N469UA,EWR,FLL,140,1065,18,20,2013-10-06T22:00:00Z
2013,10,6,1900,1905,-5,2148,2205,-17,AA,1691,N594AA,EWR,DFW,191,1372,19,5,2013-10-06T23:00:00Z
2013,10,6,1927,1930,-3,2036,2056,-20,EV,4224,N16561,EWR,MKE,105,725,19,30,2013-10-06T23:00:00Z
2013,10,6,1944,1940,4,2158,2125,33,MQ,3374,N807MQ,JFK,RDU,70,427,19,40,2013-10-06T23:00:00Z
2013,10,6,1945,1950,-5,2230,2215,15,MQ,3662,N0EGMQ,LGA,ATL,113,762,19,50,2013-10-06T23:00:00Z
2013,10,6,2002,2005,-3,2109,2130,-21,MQ,3604,N1EAMQ,EWR,ORD,110,719,20,5,2013-10-07T00:00:00Z
2013,10,6,2008,2009,-1,2134,2129,5,UA,1703,N13750,EWR,BOS,35,200,20,9,2013-10-07T00:00:00Z
2013,10,6,2034,1930,64,2216,2125,51,MQ,3349,N523MQ,LGA,MSP,131,1020,19,30,2013-10-06T23:00:00Z
2013,10,6,2048,2100,-12,2159,2223,-24,EV,5815,N12540,EWR,RIC,47,277,21,0,2013-10-07T01:00:00Z
2013,10,7,539,545,-6,920,933,-13,B6,1403,N534JB,JFK,SJU,198,1598,5,45,2013-10-07T09:00:00Z
2013,10,7,607,619,-12,740,819,-39,EV,5503,N136EV,EWR,MSP,131,1008,6,19,2013-10-07T10:00:00Z
2013,10,7,622,630,-8,839,838,1,B6,675,N599JB,JFK,MSY,177,1182,6,30,2013-10-07T10:00:00Z
2013,10,7,657,700,-3,950,1015,-25,VX,399,N631VA,JFK,LAX,329,2475,7,0,2013-10-07T11:00:00Z
2013,10,7,703,704,-1,1006,1025,-19,DL,1415,N721TW,JFK,SLC,270,1990,7,4,2013-10-07T11:00:00Z
2013,10,7,826,830,-4,954,1019,-25,EV,5195,N723EV,LGA,RIC,54,292,8,30,2013-10-07T12:00:00Z
2013,10,7,834,837,-3,933,939,-6,EV,4249,N14905,EWR,BWI,38,169,8,37,2013-10-07T12:00:00Z
2013,10,7,858,900,-2,1145,1211,-26,DL,120,N706TW,JFK,LAX,315,2475,9,0,2013-10-07T13:00:00Z
2013,10,7,903,902,1,1142,1148,-6,UA,1711,N54241,EWR,IAH,189,1400,9,2,2013-10-07T13:00:00Z
2013,10,7,1020,1020,0,1313,1309,4,B6,53,N580JB,JFK,PBI,148,1028,10,20,2013-10-07T14:00:00Z
2013,10,7,1024,1030,-6,1306,1325,-19,AA,19,N329AA,JFK,LAX,324,2475,10,30,2013-10-07T14:00:00Z
2013,10,7,1143,1145,-2,1432,1450,-18,AA,1623,N3KTAA,EWR,MIA,147,1085,11,45,2013-10-07T15:00:00Z
2013,10,7,1309,1300,9,1616,1526,50,DL,1798,N349NB,EWR,ATL,115,746,13,0,2013-10-07T17:00:00Z
2013,10,7,1351,1359,-8,1546,1605,-19,B6,1373,N284JB,JFK,CHS,97,636,13,59,2013-10-07T17:00:00Z
2013,10,7,1528,1530,-2,1917,1853,24,DL,424,N187DN,JFK,LAX,334,2475,15,30,2013-10-07T19:00:00Z
2013,10,7,1602,1600,2,1918,1847,31,B6,543,N809JB,EWR,PBI,155,1023,16,0,2013-10-07T20:00:00Z
2013,10,7,1744,1600,104,1941,1828,73,9E,3347,N909XJ,JFK,DTW,80,509,16,0,2013-10-07T20:00:00Z
2013,10,7,1809,1755,14,2038,2036,2,DL,1629,N3772H,JFK,LAS,295,2248,17,55,2013-10-07T21:00:00Z
2013,10,7,1931,1841,50,2057,2010,47,B6,2202,N346JB,JFK,BUF,59,301,18,41,2013-10-07T22:00:00Z
2013,10,7,2031,1715,196,2331,2024,187,UA,527,N422UA,EWR,PDX,342,2434,17,15,2013-10-07T21:00:00Z
2013,10,7,2139,2035,64,40,2340,60,UA,374,N416UA,EWR,FLL,155,1065,20,35,2013-10-08T00:00:00Z
2013,10,7,2228,2006,142,22,2213,129,EV,4321,N18114,EWR,MCI,154,1092,20,6,2013-10-08T00:00:00Z
2013,10,8,557,600,-3,718,730,-12,UA,279,N492UA,EWR,ORD,112,719,6,0,2013-10-08T10:00:00Z
2013,10,8,623,600,23,731,711,20,EV,4533,N36915,EWR,BUF,51,282,6,0,2013-10-08T10:00:00Z
2013,10,8,708,710,-2,839,845,-6,AA,305,N496AA,LGA,ORD,109,733,7,10,2013-10-08T11:00:00Z
2013,10,8,741,740,1,902,900,2,MQ,3759,N522MQ,EWR,ORD,107,719,7,40,2013-10-08T11:00:00Z
2013,10,8,825,829,-4,1019,1029,-10,DL,1157,N362NW,EWR,MSP,147,1008,8,29,2013-10-08T12:00:00Z
2013,10,8,830,825,5,1020,1022,-2,B6,219,N249JB,JFK,CLT,91,541,8,25,2013-10-08T12:00:00Z
2013,10,8,913,920,-7,1202,1235,-33,VX,407,N629VA,JFK,LAX,322,2475,9,20,2013-10-08T13:00:00Z
2013,10,8,1034,1045,-11,1347,1352,-5,B6,971,N566JB,LGA,FLL,157,1076,10,45,2013-10-08T14:00:00Z
2013,10,8,1132,1129,3,1410,1405,5,B6,127,N590JB,EWR,MCO,142,937,11,29,2013-10-08T15:00:00Z
2013,10,8,1211,1115,56,1349,1300,49,EV,5273,N710EV,LGA,PIT,54,335,11,15,2013-10-08T15:00:00Z
2013,10,8,1211,1215,-4,1500,1510,-10,AA,1143,N3FRAA,LGA,DFW,186,1389,12,15,2013-10-08T16:00:00Z
2013,10,8,1245,1250,-5,1416,1410,6,WN,3211,N781WN,LGA,MKE,106,738,12,50,2013-10-08T16:00:00Z
2013,10,8,1523,1535,-12,1711,1727,-16,UA,322,N465UA,LGA,CLE,60,419,15,35,2013-10-08T19:00:00Z
2013,10,8,1546,1453,53,1652,1556,56,EV,4133,N12900,EWR,PVD,32,160,14,53,2013-10-08T18:00:00Z
2013,10,8,1656,1659,-3,1808,1840,-32,UA,708,N850UA,EWR,ORD,104,719,16,59,2013-10-08T20:00:00Z
2013,10,8,1657,1700,-3,1833,1838,-5,UA,1448,N76522,LGA,ORD,104,733,17,0,2013-10-08T21:00:00Z
2013,10,8,1704,1710,-6,1844,1835,9,MQ,3365,N857MQ,JFK,DCA,48,213,17,10,2013-10-08T21:00:00Z
2013,10,8,1727,1600,87,1904,1740,84,9E,3357,N903XJ,LGA,BNA,108,764,16,0,2013-10-08T20:00:00Z
2013,10,8,1819,1835,-16,2105,2148,-43,AS,5,N423AS,EWR,SEA,308,2402,18,35,2013-10-08T22:00:00Z
2013,10,8,1855,1900,-5,2005,2018,-13,US,2193,N768US,LGA,DCA,40,214,19,0,2013-10-08T23:00:00Z
2013,10,8,1934,1940,-6,2100,2125,-25,MQ,3374,N825MQ,JFK,RDU,64,427,19,40,2013-10-08T23:00:00Z
2013,10,8,2106,2015,51,2243,2153,50,EV,4106,N14998,EWR,GSO,69,445,20,15,2013-10-09T00:00:00Z
2013,10,9,554,600,-6,738,758,-20,EV,5068,N607LR,EWR,DTW,78,488,6,0,2013-10-09T10:00:00Z
2013,10,9,606,611,-5,715,725,-10,EV,6177,N12957,EWR,IAD,46,212,6,11,2013-10-09T10:00:00Z
2013,10,9,634,641,-7,748,805,-17,EV,4522,N13992,EWR,BNA,104,748,6,41,2013-10-09T10:00:00Z
2013,10,9,804,810,-6,1048,1111,-23,DL,1167,N304DQ,JFK,TPA,143,1005,8,10,2013-10-09T12:00:00Z
2013,10,9,821,825,-4,1054,1120,-26,UA,478,N456UA,EWR,MCO,137,937,8,25,2013-10-09T12:00:00Z
2013,10,9,825,832,-7,933,1000,-27,9E,3492,N929XJ,JFK,DCA,43,213,8,32,2013-10-09T12:00:00Z
2013,10,9,832,840,-8,1031,1055,-24,EV,4419,N14186,EWR,XNA,150,1131,8,40,2013-10-09T12:00:00Z
2013,10,9,917,929,-12,1157,1234,-37,AA,1223,N584AA,EWR,DFW,182,1372,9,29,2013-10-09T13:00:00Z
2013,10,9,920,933,-13,1226,1225,1,B6,199,N593JB,LGA,MCO,134,950,9,33,2013-10-09T13:00:00Z
2013,10,9,1051,1100,-9,1333,1341,-8,DL,1647,N6703D,LGA,ATL,107,762,11,0,2013-10-09T15:00:00Z
2013,10,9,1159,1200,-1,1444,1455,-11,AA,3,N335AA,JFK,LAX,318,2475,12,0,2013-10-09T16:00:00Z
2013,10,9,1213,1215,-2,1450,1440,10,MQ,3670,N515MQ,LGA,ATL,111,762,12,15,2013-10-09T16:00:00Z
2013,10,9,1232,1239,-7,1457,1510,-13,EV,3806,N14991,EWR,ATL,112,746,12,39,2013-10-09T16:00:00Z
2013,10,9,1301,1304,-3,1457,1502,-5,EV,3812,N15986,EWR,DTW,86,488,13,4,2013-10-09T17:00:00Z
2013,10,9,1350,1310,40,1524,1517,7,EV,5299,N718EV,LGA,MEM,123,963,13,10,2013-10-09T17:00:00Z
2013,10,9,1443,1450,-7,1626,1645,-19,MQ,3588,N523MQ,LGA,MSP,144,1020,14,50,2013-10-09T18:00:00Z
2013,10,9,1451,1459,-8,1705,1756,-51,DL,500,N399DA,JFK,LAS,280,2248,14,59,2013-10-09T18:00:00Z
2013,10,9,1617,1608,9,1741,1752,-11,B6,1105,N184JB,JFK,ORD,110,740,16,8,2013-10-09T20:00:00Z
2013,10,9,1617,1625,-8,1824,1831,-7,DL,2231,N370NW,LGA,DTW,77,502,16,25,2013-10-09T20:00:00Z
2013,10,9,1658,1555,63,1825,1740,45,EV,5091,N758EV,LGA,PIT,50,335,15,55,2013-10-09T19:00:00Z
2013,10,9,1800,1735,25,2004,2000,4,WN,209,N416WN,LGA,DEN,214,1620,17,35,2013-10-09T21:00:00Z
2013,10,9,1827,1830,-3,2149,2122,27,B6,153,N775JB,JFK,PBI,143,1028,18,30,2013-10-09T22:00:00Z
2013,10,9,1900,1900,0,2010,2025,-15,WN,490,N959WN,LGA,MKE,103,738,19,0,2013-10-09T23:00:00Z
2013,10,9,2022,2025,-3,2201,2228,-27,EV,4348,N17185,EWR,MSP,138,1008,20,25,2013-10-10T00:00:00Z
2013,10,9,2028,2025,3,2332,2350,-18,B6,915,N807JB,JFK,SFO,334,2586,20,25,2013-10-10T00:00:00Z
2013,10,9,2112,2059,13,2246,2255,-9,EV,4368,N21154,EWR,DAY,75,533,20,59,2013-10-10T00:00:00Z
2013,10,9,2239,2255,-16,2349,9,-20,B6,486,N337JB,JFK,ROC,45,264,22,55,2013-10-10T02:00:00Z
2013,10,10,609,615,-6,810,821,-11,EV,4471,N19554,EWR,CLT,88,529,6,15,2013-10-10T10:00:00Z
2013,10,10,634,630,4,732,742,-10,UA,1686,N27733,EWR,BOS,35,200,6,30,2013-10-10T10:00:00Z
2013,10,10,659,700,-1,956,1015,-19,DL,420,N198DN,JFK,LAX,321,2475,7,0,2013-10-10T11:00:00Z
2013,10,10,659,700,-1,953,1003,-10,B6,23,N809JB,JFK,LAX,322,2475,7,0,2013-10-10T11:00:00Z
2013,10,10,707,700,7,1004,1001,3,DL,1879,N342NB,LGA,FLL,148,1076,7,0,2013-10-10T11:00:00Z
2013,10,10,714,705,9,829,845,-16,WN,1265,N259WN,EWR,STL,121,872,7,5,2013-10-10T11:00:00Z
2013,10,10,745,750,-5,1038,1049,-11,B6,901,N527JB,JFK,FLL,147,1069,7,50,2013-10-10T11:00:00Z
2013,10,10,750,750,0,1029,1040,-11,MQ,3052,N500MQ,JFK,TPA,138,1005,7,50,2013-10-10T11:00:00Z
2013,10,10,758,800,-2,916,929,-13,UA,1492,N75433,EWR,ORD,98,719,8,0,2013-10-10T12:00:00Z
2013,10,10,811,817,-6,1139,1127,12,B6,929,N593JB,JFK,RSW,155,1074,8,17,2013-10-10T12:00:00Z
2013,10,10,823,825,-2,1030,1015,15,9E,3868,N824AY,JFK,RDU,78,427,8,25,2013-10-10T12:00:00Z
2013,10,10,825,825,0,1112,1120,-8,UA,478,N475UA,EWR,MCO,128,937,8,25,2013-10-10T12:00:00Z
2013,10,10,1034,1030,4,1328,1326,2,UA,1025,N13718,LGA,IAH,186,1416,10,30,2013-10-10T14:00:00Z
2013,10,10,1048,1050,-2,1256,1250,6,MQ,3689,N6EAMQ,LGA,DTW,75,502,10,50,2013-10-10T14:00:00Z
2013,10,10,1157,1159,-2,1450,1453,-3,B6,323,N520JB,JFK,LAX,327,2475,11,59,2013-10-10T15:00:00Z
2013,10,10,1319,1300,19,1446,1434,12,UA,681,N829UA,LGA,ORD,104,733,13,0,2013-10-10T17:00:00Z
2013,10,10,1451,1415,36,1745,1715,30,WN,1945,N750SA,LGA,HOU,194,1428,14,15,2013-10-10T18:00:00Z
2013,10,10,1510,1510,0,1716,1735,-19,MQ,3202,N684MQ,JFK,IND,93,665,15,10,2013-10-10T19:00:00Z
2013,10,10,1515,1455,20,1659,1630,29,MQ,3231,N698MQ,JFK,PIT,63,340,14,55,2013-10-10T18:00:00Z
2013,10,10,1518,1455,23,1823,1807,16,UA,222,N846UA,EWR,RSW,156,1068,14,55,2013-10-10T18:00:00Z
2013,10,10,1553,1445,68,1711,1628,43,EV,4596,N21537,EWR,STL,123,872,14,45,2013-10-10T18:00:00Z
2013,10,10,1642,1645,-3,1911,1944,-33,B6,283,N657JB,JFK,MCO,130,944,16,45,2013-10-10T20:00:00Z
2013,10,10,1710,1600,70,1836,1755,41,9E,3523,N930XJ,JFK,ORD,106,740,16,0,2013-10-10T20:00:00Z
2013,10,10,1713,1625,48,1932,1841,51,EV,5601,N600QX,LGA,CLT,89,544,16,25,2013-10-10T20:00:00Z
2013,10,10,1739,1720,19,2027,2030,-3,AA,291,N3ECAA,JFK,AUS,206,1521,17,20,2013-10-10T21:00:00Z
2013,10,10,1747,1723,24,1954,1946,8,UA,1635,N75436,EWR,PHX,291,2133,17,23,2013-10-10T21:00:00Z
2013,10,10,1806,1800,6,2050,2104,-14,B6,359,N524JB,JFK,BUR,326,2465,18,0,2013-10-10T22:00:00Z
2013,10,10,2000,1935,25,2238,2235,3,DL,1485,N994DL,LGA,MCO,126,950,19,35,2013-10-10T23:00:00Z
2013,10,10,2004,1930,34,2149,2125,24,MQ,3349,N506MQ,LGA,MSP,139,1020,19,30,2013-10-10T23:00:00Z
2013,10,10,2017,1803,134,2133,1944,109,UA,775,N821UA,EWR,ORD,103,719,18,3,2013-10-10T22:00:00Z
2013,10,10,2050,2005,45,2152,2130,22,MQ,3604,N5PBMQ,EWR,ORD,101,719,20,5,2013-10-11T00:00:00Z
2013,10,10,2126,2130,-4,2317,2359,-42,B6,97,N606JB,JFK,DEN,211,1626,21,30,2013-10-11T01:00:00Z
2013,10,10,2127,2035,52,10,2340,30,UA,288,N413UA,EWR,FLL,140,1065,20,35,2013-10-11T00:00:00Z
2013,10,10,2158,2030,88,2,2251,71,EV,5209,N758EV,LGA,CHS,96,641,20,30,2013-10-11T00:00:00Z
2013,10,10,2211,2100,71,2338,2235,63,MQ,3317,N501MQ,LGA,RDU,70,431,21,0,2013-10-11T01:00:00Z
2013,10,10,2310,2140,90,204,40,84,AA,185,N332AA,JFK,LAX,324,2475,21,40,2013-10-11T01:00:00Z
2013,10,11,809,808,1,1051,1058,-7,UA,1154,N37263,EWR,TPA,137,997,8,8,2013-10-11T12:00:00Z
2013,10,11,950,950,0,1225,1235,-10,VX,251,N851VA,JFK,LAS,297,2248,9,50,2013-10-11T13:00:00Z
2013,10,11,1013,1000,13,1104,1128,-24,UA,698,N804UA,EWR,ORD,100,719,10,0,2013-10-11T14:00:00Z
2013,10,11,1052,1055,-3,1338,1356,-18,DL,1275,N382DA,JFK,SLC,261,1990,10,55,2013-10-11T14:00:00Z
2013,10,11,1140,1145,-5,1425,1450,-25,AA,1623,N3LBAA,EWR,MIA,141,1085,11,45,2013-10-11T15:00:00Z
2013,10,11,1159,1156,3,1423,1438,-15,UA,476,N524UA,EWR,IAH,178,1400,11,56,2013-10-11T15:00:00Z
2013,10,11,1228,1010,138,1448,1240,128,MQ,3644,N515MQ,LGA,ATL,99,762,10,10,2013-10-11T14:00:00Z
2013,10,11,1235,1240,-5,1452,1520,-28,AA,300,N4WAAA,EWR,DFW,174,1372,12,40,2013-10-11T16:00:00Z
2013,10,11,1239,1221,18,1342,1328,14,B6,34,N184JB,JFK,BTV,45,266,12,21,2013-10-11T16:00:00Z
2013,10,11,1255,1200,55,1424,1317,67,US,2179,N765US,LGA,DCA,53,214,12,0,2013-10-11T16:00:00Z
2013,10,11,1327,1320,7,1618,1625,-7,UA,483,N479UA,EWR,FLL,148,1065,13,20,2013-10-11T17:00:00Z
2013,10,11,1337,1229,68,1525,1425,60,EV,3848,N21537,EWR,CLT,86,529,12,29,2013-10-11T16:00:00Z
2013,10,11,1458,1500,-2,1745,1829,-44,DL,161,N1602,JFK,SEA,309,2422,15,0,2013-10-11T19:00:00Z
2013,10,11,1502,1459,3,1806,1814,-8,AA,2297,N3CEAA,LGA,MIA,150,1096,14,59,2013-10-11T18:00:00Z
2013,10,11,1540,1500,40,1702,1618,44,US,2185,N752US,LGA,DCA,56,214,15,0,2013-10-11T19:00:00Z
2013,10,11,1557,1500,57,1707,1634,33,UA,685,N854UA,LGA,ORD,101,733,15,0,2013-10-11T19:00:00Z
2013,10,11,1605,1359,126,1814,1605,129,B6,1373,N184JB,JFK,CHS,92,636,13,59,2013-10-11T17:00:00Z
2013,10,11,1615,1615,0,1836,1845,-9,MQ,3357,N518MQ,LGA,ATL,100,762,16,15,2013-10-11T20:00:00Z
2013,10,11,1729,1729,0,2010,2029,-19,DL,2471,N399DA,EWR,SLC,262,1969,17,29,2013-10-11T21:00:00Z
2013,10,11,1815,1645,90,2034,1918,76,DL,2042,N784NC,EWR,ATL,97,746,16,45,2013-10-11T20:00:00Z
2013,10,11,1832,1820,12,2039,2036,3,9E,4245,N8946A,JFK,CHS,87,636,18,20,2013-10-11T22:00:00Z
2013,10,11,1836,1815,21,2017,2021,-4,DL,2019,N359NW,LGA,MSP,138,1020,18,15,2013-10-11T22:00:00Z
2013,10,11,2040,1730,190,2155,1930,145,WN,19,N473WN,EWR,STL,116,872,17,30,2013-10-11T21:00:00Z
2013,10,11,2046,1905,101,2331,2205,86,AA,1691,N490AA,EWR,DFW,199,1372,19,5,2013-10-11T23:00:00Z
2013,10,11,2206,1911,175,2344,2110,154,EV,5909,N14573,EWR,CLT,77,529,19,11,2013-10-11T23:00:00Z
2013,10,11,2315,2255,20,13,2358,15,B6,718,N809JB,JFK,BOS,35,187,22,55,2013-10-12T02:00:00Z
2013,10,11,2332,2255,37,50,12,38,B6,2002,N351JB,JFK,BUF,53,301,22,55,2013-10-12T02:00:00Z
2013,10,11,NA,1507,NA,NA,1738,NA,EV,4377,N13995,EWR,JAX,NA,820,15,7,2013-10-11T19:00:00Z
2013,10,11,NA,2016,NA,NA,2128,NA,EV,4312,N16976,EWR,DCA,NA,199,20,16,2013-10-12T00:00:00Z
2013,10,12,613,600,13,923,923,0,UA,303,N555UA,JFK,SFO,347,2586,6,0,2013-10-12T10:00:00Z
2013,10,12,626,630,-4,905,925,-20,WN,494,N967WN,LGA,HOU,195,1428,6,30,2013-10-12T10:00:00Z
2013,10,12,654,655,-1,916,920,-4,AA,1263,N631AA,JFK,LAS,298,2248,6,55,2013-10-12T10:00:00Z
2013,10,12,822,800,22,1002,948,14,9E,3611,N805AY,JFK,PIT,58,340,8,0,2013-10-12T12:00:00Z
2013,10,12,1050,1046,4,1318,1330,-12,B6,483,N804JB,JFK,MCO,127,944,10,46,2013-10-12T14:00:00Z
2013,10,12,1212,1207,5,1314,1320,-6,EV,5675,N16976,EWR,BTV,46,266,12,7,2013-10-12T16:00:00Z
2013,10,12,1259,1244,15,1535,1539,-4,B6,505,N625JB,EWR,FLL,135,1065,12,44,2013-10-12T16:00:00Z
2013,10,12,1329,1329,0,1606,1634,-28,UA,483,N851UA,EWR,FLL,134,1065,13,29,2013-10-12T17:00:00Z
2013,10,12,1342,1342,0,1532,1551,-19,EV,4395,N34110,EWR,IND,87,645,13,42,2013-10-12T17:00:00Z
2013,10,12,1414,1359,15,1705,1703,2,B6,213,N593JB,JFK,LGB,329,2465,13,59,2013-10-12T17:00:00Z
2013,10,12,1448,1441,7,1648,1658,-10,UA,1107,N12225,EWR,DEN,221,1605,14,41,2013-10-12T18:00:00Z
2013,10,12,1451,1455,-4,1734,1750,-16,MQ,3070,N508MQ,JFK,TPA,132,1005,14,55,2013-10-12T18:00:00Z
2013,10,12,1531,1520,11,1754,1808,-14,UA,1695,N34282,EWR,IAH,182,1400,15,20,2013-10-12T19:00:00Z
2013,10,12,1600,1600,0,1806,1834,-28,DL,847,N337NB,LGA,ATL,102,762,16,0,2013-10-12T20:00:00Z
2013,10,12,1616,1620,-4,1857,1940,-43,AA,1410,N3JVAA,LGA,MIA,138,1096,16,20,2013-10-12T20:00:00Z
2013,10,12,1719,1725,-6,1841,1850,-9,WN,1725,N299WN,LGA,MDW,108,725,17,25,2013-10-12T21:00:00Z
2013,10,12,1824,1830,-6,2129,2145,-16,UA,1075,N16703,EWR,SNA,337,2434,18,30,2013-10-12T22:00:00Z
2013,10,12,1828,1800,28,1953,1940,13,MQ,3674,N505MQ,LGA,CLE,60,419,18,0,2013-10-12T22:00:00Z
2013,10,12,1956,1920,36,2257,2245,12,UA,1047,N28457,EWR,SFO,342,2565,19,20,2013-10-12T23:00:00Z
2013,10,12,NA,800,NA,NA,1024,NA,9E,3507,NA,JFK,MSY,NA,1182,8,0,2013-10-12T12:00:00Z
2013,10,13,702,710,-8,810,845,-35,AA,305,N540AA,LGA,ORD,106,733,7,10,2013-10-13T11:00:00Z
2013,10,13,728,729,-1,1041,1021,20,UA,443,N590UA,JFK,LAX,333,2475,7,29,2013-10-13T11:00:00Z
2013,10,13,916,925,-9,1015,1033,-18,B6,1634,N203JB,JFK,BTV,44,266,9,25,2013-10-13T13:00:00Z
2013,10,13,1028,1030,-2,1240,1252,-12,DL,2343,N349NB,EWR,ATL,102,746,10,30,2013-10-13T14:00:00Z
2013,10,13,1057,950,67,1334,1310,24,AA,1160,N3AAAA,LGA,MIA,135,1096,9,50,2013-10-13T13:00:00Z
2013,10,13,1155,1155,0,1458,1507,-9,UA,1212,N36207,EWR,SFO,341,2565,11,55,2013-10-13T15:00:00Z
2013,10,13,1304,1310,-6,1507,1526,-19,EV,5283,N744EV,LGA,CVG,88,585,13,10,2013-10-13T17:00:00Z
2013,10,13,1325,1330,-5,1503,1510,-7,AA,331,N504AA,LGA,ORD,110,733,13,30,2013-10-13T17:00:00Z
2013,10,13,1502,1450,12,1813,1755,18,UA,799,N482UA,EWR,FLL,148,1065,14,50,2013-10-13T18:00:00Z
2013,10,13,1503,1505,-2,1745,1810,-25,AA,1155,N3CAAA,LGA,DFW,196,1389,15,5,2013-10-13T19:00:00Z
2013,10,13,1506,1455,11,1832,1750,42,AA,2285,N5EVAA,JFK,MCO,129,944,14,55,2013-10-13T18:00:00Z
